"name","category","summary","description"
"박주가리","형태","들판의 풀밭에서 자란다. 땅속줄기가 길게 벋어","잎 : 잎은 대생하고 난상 심장형이며 끝이 뾰족하고 길이 5-10cm, 폭 3-6cm로서 털이 없으며 약간 두껍고 톱니가 없으며 지맥이 분명하고 뒷면이 분처럼 희다. <br> 꽃 : 꽃은 엷은 자색으로 7-8월에 피며 총상화서로서 액출하고 길이 2-5cm이며 화경(花梗)이 있다. 녹색의 꽃받침은 길이 4-5mm로서 5조각으로 깊게 갈라지며 열편은 송곳형으로 끝이 날카롭고 화관은 복형(輻形)으로 5열되며 안쪽에 털이 밀생하고 열편은 피침형으로 뒤로 젖혀진다. <br> 열 매 : 골돌과로서 짐승 뿔모양이며 길이 10cm로서 전면에 고르지 않은 작은 돌기가 있고, 종자는 편평한 도란형이며 길이 6-8mm로서 백색 명주실같은 것이 달려 있어 바람에 잘 날린다. 열매를 나마자라 한다. <br> 줄 기 : 길이가 3m 이상에 달하고 자르면 젖같은 액체가 나온다. <br> 뿌 리 : 지하경이 길게 뻗어 번식한다. <br> 생육환경 양지의 건조한 곳에서 자란다. <br> 이용방안 ▶씨의 털은 인주용 <br> ▶全草(전초) 또는 根(근)을 나마, 과실은 나마자, 果殼(과각)은 天漿殼(천장각)이라 하며 약용한다. <br> ⑴나마 <br> ①7-8월에 채취하여 햇볕에 말리거나 신선한 것을 쓴다. <br> ②성분 : 뿌리는 ester型(형) 配糖體(배당체)를 함유하였고 pregnane型(형) genin의 성분인 benzoylramanone, metaplexigenin, isoramanone, sarcostin, gagaminin, dibenzoylgagaimol, deacylmetaplexigenin, deacylcynanchogenin, pergularin, utendin 등을 얻을 수 있다. 줄기와 잎에는 pregnane 배당체가 함유되어 있고 그 가수분해 중에는 d-cymarose, digitoxose 및 sarcostin, metaplexigenin, benzoylramanone, pergularin, utendin 등이 있다. 그 乳汁(유즙)에는 단백질 분해효소가 함유되어 있다. <br> ③약효 : 精氣(정기)를 補益(보익)하고 젖(乳)을 나게 하고 해독의 효능이 있다. 虛損勞傷(허손노상-폐결핵 등), 양위, 帶下(대하), 乳汁不通(유즙불통), 丹毒(단독), 瘡腫(창종)을 치료한다. <br> ④용법/용량 : 15-60g을 달여서 복용한다. 짓찧어서 붙인다. <br> ⑵나마자 <br> ①가을에 성숙한 과실을 채취하여 햇볕에 말린다. <br> ②성분 : 혼합 glucoside를 0.3% 함유하고 그 중의 糖分(당분)은 d-cymarose, d-sarmentose, l-oleandrose, d-digitoxose 등 다종류의 desoxy糖(당)이다. 또 genin은 ester型(형) pregnane 화합물이며 가수분해에 의하여 lamanone, deacylcynanchogenin, metaplexigenin, sarcostin, 醋酸(초산), 桂皮酸(계피산) 등이 나온다. <br> ③약효 : 精氣(정기)를 補益(보익)하고 生肌(생기), 止血(지혈)의 효능이 있다. 虛勞(허로-虛弱疲勞(허약피로)), (양위), 金瘡出血(금창출혈)을 치료한다. <br> ④용법/용량 : 9-18g을 달여서 복용한다. 또는 粉末(분말)로 하여 복용한다. 짓찧어서 붙인다. <br> ⑶천장각 <br> ①가을에 성숙한 과실을 채취하여 껍질을 벗겨서 햇볕에 말린다. <br> ②약효 : 淸肺(청폐), 化痰(화담)의 효능이 있다. 咳嗽多痰(해수다담), 肺風痰喘(폐풍담천), 百日咳(백일해), 驚氣(경기), 痲疹(마진)의 發疹不出(발진불출) 등을 치료한다. <br> ③용법/용량 : 6-9g을 달여서 복용한다. 2007-09-24"
"적작약","구분","미나리아재비목 미나리아재비과로 학명은 Paeo","잎 <br> 근생엽은 1-2회 우상으로 갈라지며 윗부분의 것은 3개로 깊게 갈라지기도 하고 밑부분이 엽병으로 흐른다. 소엽은 피침형, 타원형 또는 난형으로서 양면에 털이 없으며 표면은 짙은 녹색이고 가장자리가 밋밋하며 엽병은 엽맥과 더불어 붉은 빛이 돈다.<br> <br> 열매 <br> 골돌은 내봉선(內縫線)으로 터진다. 8월 중순경에 종자를 채취할 수 있다. <br> <br> 꽃 <br> 꽃은 5-6월에 피고 백색 또는 적색이며 원줄기 끝에 큰 꽃이 1송이씩 달리고 꽃받침잎은 5개로서 가장자리가 밋밋하며 녹색이고 끝까지 남아 있다. 꽃잎은 10개 정도로서 도란형이며 길이 5cm정도이고 수술은 많으며 황색이다. 자방은 3-5개로서 털이 없고 짧은 암술머리가 뒤로 젖혀진다. <br> <br> 줄기 <br> 높이 50-80cm이고 곧게 선다. <br> <br> 뿌리 <br> 뿌리는 방추형이며 굵고 길다. <br> 생육 깊은 산 속의 수림밑에 난다.<br> 추운지방보다 따뜻한 곳에서 잘 자란다. 토질은 표고가 깊고 비옥하며 배수가 잘되는 점질양토 또는 식양토로서 지형은 햇빛이 잘 쬐이고 통풍이 잘되는 곳이 좋다. 사질토양에서는 잔뿌리가 많이 생기고 근류선충병의 발생이 심하고 과습한 땅에서는 공기유통이 나빠서 뿌리의 발육이 나쁘고 썩거나 병해를 입기 쉽다. 작약은 연작을 싫어하므로 한번 심어서 수확한 곳에는 3-4년간 다른 작물로 교체하여 심는 것이 좋다. <br> <br> 종자로서 번식하면 수확시까지 장시일이 걸리므로 목단의 접목용 대목을 양성하는데 이용되며, 약용으로 뿌리를 수확목적으로 할 때는 주로 분주법으로 한다.<br> ▶분주법: 시기는 9월 하순-10월 중순(줄기와 잎이 시들었을 때)에 실시한다.방법은 포기를 완전히 캐어 낸 다음 굵은 뿌리를 잘라서 약재로 가공, 조제하고 한그루에 건실한 싹눈 2-3개쯤 붙게 쪼갠다. 자른 곳에는 나무재, 세레산 석회를 묻혀서 소독하여 심는다.<br> ▶종자번식: 8월 중,하순경 꼬투리의 빛깔이 황갈색으로 되고 그 속의 종자가 윤택이 있고 흑갈색으로 된 것을 채종한다. 채종한 것은 수분이 적은 모래와 섞어서 20℃이하의 온도에 저장하여 후숙시킨다. 종자는 충적처리하여 모판에 파종한다.(흩뿌림,줄뿌림) <br> 재배특성 1)재배기술<br> ①정식: 시기는 9월 하순-10월 중순이고 식재거리는 이랑나비 60㎝, 포기사이를 45㎝로 심는다. 식재방법은 골로 파고 심거나 구덩이를 파고 그 속에 완숙두엄을 충분히 넣고 겉흙과 잘 섞은 다음 모의 눈이 위로 되게 바르게 세워 놓고 6㎝정도 흙을 덮고 주위를 가볍게 밟아준다. 10a당 종묘의 소요량은 150㎏정도이다. 재식밀도는 땅의 비옥도나 수확연수에 따라 달리 할 것이나 35-50㎏의 종묘라면 10a당 4,000개까지 집약재배를 할 수 있다. ②시비: 밑거름으로 유기질비료를 충분히 주어야 생육 및 수량이 많다.<br> 2)관리:한해와 땅의 건조를 막기 위하여 흙을 약간 싹 위에 두텁게 덮어주고 두엄이나 짚 등을 덮어준다. 꽃망우리는 절화용 또는 채종할 것을 한 포기에 건실한 것 2송이 정도 남기고 잘라준다.<br> 3)수확:분주하여 정식한 것은 4-5년만에 수확할 수 있다. 시기는 9월 하순-10월 중순이고 시들은 줄기와 잎을 제거하고 포기의 흙을 잘 털고 묘두와 뿌리를 분리시킨 다음 약재로 쓸 뿌리는 물로 씻어 대칼로 껍질을 벗기고 햇볕에 말린다.<br> 말릴 때 비에 젖거나 녹슨 쇠붙이 칼로 껍질을 조제한 작약의 색깔이 변하여 품질이 떨어진다. 수확량은 4년생을 캤을 때 생근으로 10a당 2,000-3,000㎏이고 이 중 근두부가 700㎏정도이다. <br> 이용 염료용으로 이용할 수 있다. - 작약의 잎을 따서 잘게 썬 다음 끓여서 염액을 추출했다. 염색이 잘 되는 식물로, 매염제에 대한 반응도 좋아서 각각의 색이 뚜렷하다. <br> ▶약용한다. - ①약용부분은 수염뿌리를 제거하고 주근의 외피를 벗겨 건조한 것을 쓴다. 가을에 굴취하여 외피를 제거하고 끓는 물에 가볍게 데친 다음 햇볕에 말린다. 쓰기에 앞서서 잘게 써는데,때로는 썬 것을 불에 볶아서 쓰기도 한다.<br> ②성분 및 효능: 뿌리에 안식향산과 아스피라긴 등이 함유되어 있어 진통, 해열, 진경, 이뇨, 조혈, 지한 등의 효능을 가지고 있으며 복통, 위통, 두통, 설사복통, 월경불순, 월경이 멈추지 않는 증세, 대하증, 식은 땀을 흘리는 증세, 신체허약증 등에 좋다고 한다. <br> ③용법 : 말린 약재를 1회에 2-5g씩 200㏄의 물로 반량이 되도록 달이거나 가루로 빻아 복용한다. 병충해정보 <br> 병해<br> ①보트리티스병: 꽃봉오리, 꽃잎, 잎자루 등에 발생하는데 피해가 심하면 점차 고사한다.원인은 질소비료를 과용했거나 비가 자주 올 때 발병이 심하다.<br> ②탄저병: 개화전 비가 오래 계속되면 잎과 줄기에 흑갈색의 병무늬가 생겨 고사한다.<br> ③엽반병: 개화전과 꽃이 진 후에 공기 유통이 나쁘거나 햇빛이 잘 들지 않는 곳에 발병이 심하다.잎의 표면이 둥근 다갈색의 병무늬가 생겨 점점 커지며 색이 변한다.<br> ④백견병: 6-9월경 줄기와 뿌리부분에 피해를 주는데 연작을 했을 때 심하다.<br> 충해<br> 하늘소, 개각충 혹은 진딧물이 발생하여 피해를 입는다. <br> <br> 방제방법 <br> 병해<br> ①보트리티스병: 꽃봉오리가 생기면 수시로 6-6식 석회보르도액을 뿌려주고 피해 부분은 잘라 없앤다.<br> ②탄저병·백견병: 6-6식 석회보르도액을 뿌려 주면 효과적이다.<br> ③엽반병: 초기에 석회보르도액을 뿌려 주면 좋다.<br> ④백견병: 6-6식 석회보르도액을 뿌려주면 효과적이다.<br> 충해 : 하늘소벌레는 발아전에 석회유황합제를 보메5도액으로 하여 뿌려주고 5-6월경을 전후하여 개각충, 진딧물 등은 메타시스톡스, 살비제 등 살충제를 뿌려주면 피해를 막을 수 있다. <br> 2007-09-25"
"정영엉겅퀴","구분","쌍떡잎식물 초롱꽃목 국화과의 여러해살이풀로 학","잎 <br> 근생엽은 꽃이 필 때 흔히 없어지고 중앙부의 잎은 난형이며 끝이 뾰족하고 밑부분이 절저이거나 다소 좁아져서 엽병의 날개로 되며 길이 11~16.5cm로서 털이 다소 있고 밋밋한 가장자리에 침상의 톱니가 있거나 밑부분이 1~2쌍 정도로 갈라지며 엽병은 길이 4~5.5cm이다.<br> <br> 열매 <br> 수과는 편평한 긴 타원형이고 길이 4mm로서 밑부분이 좁으며 자주색 줄이 있고 관모는 길이 14mm이며 오갈색(汚褐色)이다. <br> <br> 꽃 <br> 두상화는 3~4개가 모여 달리거나 수상(穗狀)으로 배열되고 지름 2.5~3cm로서 화경이 짧으며 총포는 종형이고 길이 18mm, 폭 1.5~2cm로서 거미줄같은 털이 있으며 포편은 6줄로 배열되고 외편은 선형 또는 난형이며 끝이 길게 뾰족해지고 뒷면에 다소 점질이 있다. 화관은 길이 18mm로서 백황색이다. <br> <br> 줄기 <br> 높이 50-100cm이고 원줄기는 골이 파진 능선이 있으며 가지가 갈라진다. <br> <br> 뿌리 <br> 뿌리는 굵으며 깊이 들어간다. <br> <br> 이용 및 분포<br> 어린 잎을 먹고, 한방에서는 포기 전체를 감기·출혈·부종·대하증 등에 약재로 쓴다. 한국의 가야산·지리산 등지에 분포한다<br> 2007-09-26"
"제비꿀","구분","쌍떡잎식물 단향목 단향과의 반기생 여러해살이풀","잎 <br> 잎은 호생하고 육질이며 선형이고 길이 2-4cm, 폭 1-3mm이며 끝이 뾰족하고 주맥이 있으며 가장자리가 밋밋하고 때로는 3개로 갈라지며 흰빛이 도는 녹색이고 엽병이 없다.<br> <br> 열매 <br> 열매는 타원상 구형이며 끝에 화피열편이 있고 길이 2mm정도로서 녹색이며 그 속에 1개의 종자가 들어 있고 겉은 맥이 튀어나와 그물처럼 된다. <br> <br> 꽃 <br> 꽃은 양성으로서 7-8월에 피며 1개씩 달리고 극히 짧은 대가 있거나 없고 백색이다. 포엽은 1개이며 잎과 비슷하지만 약간 작고 소포는 길이 2-6mm로서 2개이며 선형이다. 꽃잎은 없고 꽃받침은 하부가 짧은 통형이며 상부는 길이 2.5-3mm로서 4-5갈래로 갈라진다. 열편은 난상 긴 타원형이고 밑부분에 4-5개의 수술이 있으며 자방은 하위이고 1개의 암술대가 있다. <br> <br> 줄기 <br> 높이 10-25cm이며 곧게 서고 줄기 기부에서 여러 갈래가 갈라져 총생 상태로 되지만 1개인 것도 있으며 전체에 털이 없고 백록색을 띤다. <br> 생육 원산지 <br> 한국 <br> <br> 분포 <br> 일본, 오키나와, 중국에 분포하다.<br> 전국에 분포한다. <br> <br> 형태 <br> 다년생 반기생초. <br> <br> 크기 <br> 높이 10-25cm. <br> <br> 생육환경 <br> 볕이 잘 드는 풀밭에서 자란다. <br> <br> 꽃/번식방법 <br> 종자 번식한다. <br> 이용 全草(전초)는 百蘂草(백예초), 뿌리는 百蘂草根(백예초근)이라 하며 약용한다. <br> ⑴百蘂草(백예초)<br> ①봄, 여름에 채취하여 햇볕에 말린다. <br> ②성분 : 전초에는 항균활성이 있는 성분 즉, kaempferol, kaempferol-3-glucorhamnoside, 호박산이 함유되어 있고 또 satragalin, d-mannitol이 함유되어 있다. kaempferol은 止咳(지해), 祛痰(거담) 작용이 있으며 d-mannitol에는 止咳(지해) 작용, 호박산은 平喘(평천) 작용이 있다. <br> ③약효 : 淸熱解毒(청열해독), 補腎(보신)삽정의 효능이 있다. 급성유선염, 폐렴, 肺膿瘍(폐농양), 편도선염, 上呼吸道感染(상호흡도감염), 腎虛腰痛(신허요통), 頭昏(두혼), 遺精(유정), 滑精(골정)을 치료한다. <br> ④용법/용량 : 9-15g을 달여서 복용한다. 또는 술에 담가 복용한다. <br> ⑵百蘂草根(백예초근) - 젖(乳)을 내리게 하고 血脈(혈맥)을 유통케하며 氣(기)를 고르게 한다. 3-9g을 달여서 복용한다. 2007-09-26"
"쟈스민","쟈스민 특징","상록 덩굴성 다년식물로 관엽, 관화식물이다.","한글명 : 자스민(쟈스민) <br> 영문명 : Madagascar Jasmin <br> 화훼부류 : 분화 <br> 분류 : 박주가리과 <br> 원산지 : 마다가스카르 <br> 꽃 말 : 관능적, 당신은 나의 것 <br> <br> 쟈스민의 효능 쟈스민은 “꽃 향유의 왕”으로 불리며, 사랑의 묘약으로 오랫동안 사용되었으며, 인도에서 향고(고약)제와 의식용으로 널리 사용되었고, 방문랙이 꽃으로 만든 팔찌와 목걸이로 치장 하였다고 한다.쟈스민의 꽃은 매우 독특한 향을 지니고 있으며 동양에서 가장 오래된 꽃차이기도 합니다. 청초한 꽃 모양이 의외라고 할 정도로 뛰어난 아름다움을 지니고 있는 쟈스민은 향이 좋은 꽃의 대명사로 달콤하고 관능적인 향기는 어느 유명 향수보다 더 좋은 꽃이다. 때문에 옛날부터 향수나 차의 원료로 사용하고 있는데 꽃말은 '관능적', '당신의 나의 것'등이다. <br> <br> 인도네시아에서는 신혼부부의 침대에 쟈스민 향수를 뿌리는 풍습이 있다고 합니다. 쟈스민 꽃은 피부(건조성 민감피부)에 탄력을 주는 성분과 생리 정상화, 산후 고통 완화, 모유촉진, 냉증, 스트레스성 위통, 우울증, 못소리가 쉬었을때에 좋으며, 기분을 고양시켜 내 분비계를 조절하는 효능을 지니고 있다. 재스민차를 마시면 생리·심리 두 면에서 진정효과가 있다는 것이 일본 이토엔사와 교토대학대학원 식품생물과학전공 영양화학연구실의 공동연구로 밝혀졌습니다. 공동연구진은 재스민차의 향이 자율신경계에 미치는 영향을 조사한 결과 심박수가 줄고 부교감신경활동이 항진되는 것을 확인한 것이다.이번 연구에선 자율신경활동을 심장박동의 박동간격(R-R간격)으로 측정하는 심장박동변동 파워스펙트럼 해석법을 이용했다.<br> <br> 연구자들은 먼저 <br> ▲ 재스민차잎 25g을 끓는 물 1ℓ로 1분간 추출한 다음 상온에서 식힌 것(재스민차의 보통추출법) <br> ▲ 이를 20배로 희석한 것 <br> ▲ 물을 준비하고서 남녀 10명(2136세)의 피험자를 대상으로 아침식사 섭취 2시간 후부터 시험을 시작했다. <br> <br> 또 R-R간격을 측정함과 동시에 피험자의 향에 대한 기호성을 조사, 좋아하는 군과 싫어하는 군의 두 군으로 나눠 심리변화도 조사(POMS를 사용)했다.그 결과 보통추출법으로 추출한 재스민차의 향을 맡을 경우 향을 좋아하는 군에선 18분 후부터 심박수가 줄어들기 시작, 이 상태가 24분까지 유지됐다. 교감신경활동은 향을 좋아하는 군에선 향을 맡은지 15분 후에 상승, 21분 후에 최고점에 달했으나 좋아하지 않는 군에선 변화가 없었다. <br> <br> POMS(기분상태척도)에 의한 심리평가에선 향을 종하하지 않는 군의 경우 우울감 분노 피로감 등을 나타내는 척도가 상승됐으나 좋아하는 군에선 긴장감 억울감 활력 등을 나타내는 척도가 떨어지는 경향을 나타냈다.한편 20배로 희석한 저농도의 재스민차의 향을 맡은 경우 좋아하든 좋아하지 않든 관계없이 20분 후부터 심박수가 줄어들기 시작, 그 후 50분간 유지됐다. 교감신경활동은 두 군 모두 물과 비교하여 다르지 않았고 부교감신경활동은 두 군 모두 20분 후부터 올라갔다.<br> <br> 이상태는 향을 좋아하는 쪽이 오랫동안 유지됐다. 또 심리평가에선 두 군 모두 긴장 억울감 분노 피로감을 나타내는 척도가 떨어졌다.이와 같은 시험결과로 보아 재스민차의 향엔 심박수를 저하시키는 한편 부교감신경활동을 항진시키는 작용이 있으며 진정효과도 있는 것으로 확인됐다고 이토엔사에선 말하고 있다.바나나열매는 탄수화물이 25%이고 비타민 A와 C가 풍부하며, 100g당 92kcal의 열량을 갖는다. 2007-09-28"
"로베리아","로베리아 특징","남아프리카가 원산지이다. 원산지에서는 여러해살","종 [외래종] <br> <br> 분류학적위치 초롱꽃과(Campanuaceae) <br> <br> 국명 로베리아【Loberia】 <br> <br> 학명 Loberia inflata L. <br> <br> 영명 Indicantobacco <br> <br> 일명 Roberiasou(ロベリアソウ) <br> <br> 유입시기 1946~1960 <br> <br> 원산지 북미 <br> <br> 생활형 일년생 <br> <br> 서식지 [밭] <br> <br> 화훼부류 : 분화 <br> <br> 분류 : 쌍떡잎식물 초롱꽃목 숫잔대과 <br> <br> 원산지 : 남아프리카 <br> <br> 탄생화 : 10월 30일 <br> <br> 꽃 말 : 불신, 정교, 원망, 악의 <br> <br> <br> 로베리아 이야기 3∼4월에 파종하면 6∼7월에 꽃이 핀다. 꽃은 연한 하늘색 또는 흰색으로 피고 총상꽃차례를 이루며 달린다. 꽃잎은 5개이고 지름이 1.5cm이며 아래쪽의 3개가 다른 것보다 크다. 자라는 동안 수분을 충분히 주고 햇빛을 잘 쬐어 주어야 한다. 거름은 깻묵 썩힌 물거름이나 뒷거름을 10배로 묽게 하여 2주일마다 준다. <br> <br> 로벨리아 인플라타(L. inflata)를 로벨리아라고 부르기도 한다. 로벨리아 인플라타는 인디언 담배(Indian tabacco)라고도 하고 북아메리카가 원산지이며 높이가 1m이다. 잎은 달걀 모양이고 가장자리에 톱니가 있다. 잎처럼 생긴 꽃이 수상꽃차례를 이루며 달린다. 열매는 타원 모양인데, 한때는 아메리카 <br> 인디언들이 열매가 다 자랐을 때 식물체를 약으로 사용하였다. 그러나 지금은 독풀로 알려졌다. 알칼로이드가 0.4% 들어 있고 염산로벨린의 원료로 쓰인다. <br> <br> <br> <br> <br> <br> <br> <br> 2007-09-28"
"봄맞이","구성","쌍떡잎식물 합판화군 앵초목 앵초과의 한 ·두해","잎 <br> 모든 잎이 뿌리에서 나와 지면으로 퍼지고 엽병은 길이 1-2cm이다. 근출엽은 10-30개가 뭉쳐나고 반원형 또는 편원형이며 원두에 심장저 또는 원저이고 지름 5-16m이며 삼각상의 둔한 톱니가 있고 전체가 색이 연하며 다세포로 된 퍼진 털이 있다.<br> 열매 <br> 삭과는 둥글며 지름 4mm로 5월에 익어 5조각으로 갈라져 많은 종자를 떨어낸다. <br> 꽃 <br> 꽃은 4-5월에 피고 백색이며 화경은 높이 5-10cm로서 1-25개가 총생하고 끝에 4-10개의 꽃이 산형으로 달리며 포엽은 길이 4-7mm로서 난형 또는 피침형이고 소화경은 길이 1-4cm이다. 꽃받침은 5개로 깊게 갈라지며 열편은 난형이고 끝이 뾰족하며 꽃이 진다음 커지고 꽃잎은 지름 4-5mm로서 5개로 갈라지며 열편은 긴 타원형이다. 화관은 깔대기꼴로서 5개의 타원형 조각으로 중간까지 갈라진다. 수술은 5개로 화관통의 중앙부에 붙었고 수술대는 짧다. <br> 줄기 <br> 전체에 흰털이 있다. <br> 이용방안 ▶전초(全草) 또는 과실을 (후롱초)라 하며 약용한다. <br> ①4월초순경에 채취하여 햇볕에 말린다. <br> ②약효 : 祛風(거풍), 淸熱(청열), 消腫(소종), 해독의 효능이 있다. 咽喉腫痛(인후종통), 口瘡(구창), 赤眼(적안), (목예), 正·偏頭痛(정·편두통), 齒痛(치통), 류머티즘, 喘息(천식), 淋濁(임탁), 崩·帶下(붕·대하), (정창종독), 화상을 치료한다. <br> ③용법/용량 : 3-9g을 달여서 복용한다. 분말로 하거나 술에 담가 복용한다. 짓찧어서 분말을 살포한다. <br> 분포 및 생육환경 -분포<br> 한국, 중국, 일본, 러시아, 인도지나반도, 인도, 필리핀에 분포한다. <br> -생육환경<br> 산야의 습윤한 초지. <br> 2007-09-28"
"봉의꼬리","구성","고사리목 고사리과의 상록 양치식물.돌틈과 숲가","잎 <br> 잎은 길이가 20~60cm 정도 자라고, 실엽(實葉)과 나엽(裸葉)의 2가지 형이 있으며 엽병은 엽신과 거의 같은 길이로서 가늘며 얇고 세모가 지며 혁질이고 진록색이 나며 윤채가 있다. 나엽은 길이가 45cm, 엽폭은 15~25cm로 긴 타원형 또는 난상 긴 타원형이다. 우편엽은 6쌍이 대생하는데 선형으로 폭이 5mm 정도 되고 하부의 우편은 2~3개로 갈라지며, 양가에는 날카로운 거치가 있다. 엽병은 길이가 10~30cm로 가늘고 강하며 3모가 지고, 황갈색으로 광택이 나며 총생한다.<br> 열매 <br> 포자로 실엽에 붙는데 실엽은 나엽보다 크며, 중상부의 우편은 중측에 날개가 있다. 포자낭군은 위로 약간 말린 듯한 우편이나 열편 가장자리에 갈색의 포막 같은 포자낭군이 길게 연결 되어 붙어 있다. <br> 줄기 <br> 잎과 따로 구분되진 않음. <br> 뿌리 <br> 근경은 옆으로 뻗고 흑갈색 털이 있다. 잎줄기 밑에 검은 갈색의 잔뿌리가 많이 뻗는다. <br> 분포 ▶일본, 중국, 대만, 인도지나 등지에 분포한다.<br> ▶남부 지방의 도서 및 제주도에 분포한다. <br> 생육환경 ▶숲 가장자리에서 자란다.<br> ▶반그늘 또는 그늘에서 잘 자라며, 환기를 요하고, 5~10℃에서 월동하며, 13~25℃에서 잘 생육한다. <br> 재배특성 바위틈에서 자생하며, 밭흙:부엽:천사를 4:4:2의 비율로 혼합하여 재배한다. 충분한 관수를 요하며, 공중습도는 다습을 요한다. 온실 다년초이며, 이식성은 보통이다. <br> 2007-09-28"
"부들레야","이름의 유래","쌍떡잎식물 합판화군 용담목 마전과 부들레야속","부들레야(Buddleja)는 마전과 부들레야속 식물을 총칭하는 말로서, 부들레야속은 아시아 ·아프리카 아메리카에 100종 내외가 자란다. Buddleja davidii 는 중국원산으로 다양하게 개량된 종을 포함한다. Buddleja daviddi에서 Buddleja는 영국의 식물학자의 이름, davidii는 명칭자의 이름에서 유래되었다. 중국에서는 유독성이 있어 물고기를 마비시키는 醉魚草( lindleyana)를 닮았는데 잎이 크다고 하여 대엽취어초(大葉醉魚草)라고 하고, 미국에서는 밀엽식물로서 곤충을 많이 끌여들이고 식물의 모양이 나비와 같다고 하여 나비관목(Bufferfly bush)이라고 한다.<br> 특징 중국원산의 원예용 식물. 높이 l∼3m 내외의 낙엽관목으로 어린가지, 잎의 뒷면 및 꽃이삭에 흰 별 모양의 솜털이 빽빽히 있다. 작은가지는 사각형이고 잎은 마주나며 바소꼴로 가장자리에 톱니가 있으며 꽃은 7∼9월에 피고 연한 자줏빛이며 후부가 노란색인 꽃이 총상꽃차례에 밀생하여 전체가 원추꽃차례로 된다. 꽃받침은 4개로 갈라진다.화관은 통처럼 생겼고 끝이 얕게 4개로 갈라지며 꽃받침과 더불어 성모가 밀생한다. 수술은 4개가 화관통에 붙었고 씨방에 털이 없다. 열매는 삭과이며 길이 6∼8mm로 털이 없거나 비늘털이 있으며 많은 종자가 들어 있으며 유독식물이지만 관상용으로 주로 심는다. 2007-09-28"
"섬초롱꽃","특징","쌍떡잎식물 초롱꽃목 초롱꽃과의 여러해살이풀.","바닷가 풀밭에서 자란다. 줄기는 곧게 서며 높이 30∼90cm이다. 흔히 자줏빛이 돌고 능선이 있으며 비교적 털이 적다. 뿌리잎은 잎자루가 길고 달걀모양의 심장형이며 가장자리에 톱니가 있다. 줄기잎은 어긋나며 긴 타원형이며 잎자루가 점점 짧아지다가 없어진다. <br> 꽃 꽃은 줄기 위 엽액에서 총상화서를 이루어 아래를 향해 피고 연한 자주색 바탕에 짙은 색의 반점이 있으며 길이 3-5cm이다. 꽃받침열편은 길이 1-1.5cm로서 털이 거의 없으며 열편 사이에 뒤로 젖혀지는 부속체가 있다. 잎 근생엽은 길이 20cm, 나비 3.5-8cm로서 끝이 뾰족하며 밑부분이 갑자기 좁아져서 엽병의 날개로 되고 흔히 심장저이며 가장자리에 톱니가 있다. 경생엽은 위로 가면서 긴 타원형으로 되고 엽병에 날개가 있어 밑부분으로 원줄기를 감싸며 윗부분의 것은 엽병이 없다.<br> 줄기 높이 30-100cm 이고 비교적 털이 적으며 능선이 있고 흔히 자줏빛이 돌며 줄기는 비대하다. 2007-09-29"
